"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Artificial Anasazi_experiments.nlogo"
"experiment single run"
"02/06/2025 23:30:32:124 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","79","0","119"
"[run number]","fertility","death-age","harvest-variance","fertility-ends-age","harvest-adjustment","map-view","historic-view?","[step]","total-households","historical-total-households"
"1","0.155","38","0.4","34","0.54","zones","true","427","134","173"
"1","0.155","38","0.4","34","0.54","zones","true","428","134","176"
"1","0.155","38","0.4","34","0.54","zones","true","429","134","176"
"1","0.155","38","0.4","34","0.54","zones","true","430","134","178"
"1","0.155","38","0.4","34","0.54","zones","true","431","134","178"
"1","0.155","38","0.4","34","0.54","zones","true","432","134","180"
"1","0.155","38","0.4","34","0.54","zones","true","433","134","182"
"1","0.155","38","0.4","34","0.54","zones","true","434","134","184"
"1","0.155","38","0.4","34","0.54","zones","true","435","134","184"
"1","0.155","38","0.4","34","0.54","zones","true","436","134","185"
"1","0.155","38","0.4","34","0.54","zones","true","437","134","188"
"1","0.155","38","0.4","34","0.54","zones","true","438","134","189"
"1","0.155","38","0.4","34","0.54","zones","true","439","134","190"
"1","0.155","38","0.4","34","0.54","zones","true","440","134","192"
"1","0.155","38","0.4","34","0.54","zones","true","441","134","191"
"1","0.155","38","0.4","34","0.54","zones","true","442","134","193"
"1","0.155","38","0.4","34","0.54","zones","true","443","134","192"
"1","0.155","38","0.4","34","0.54","zones","true","444","134","194"
"1","0.155","38","0.4","34","0.54","zones","true","445","134","194"
"1","0.155","38","0.4","34","0.54","zones","true","446","134","194"
"1","0.155","38","0.4","34","0.54","zones","true","447","134","195"
"1","0.155","38","0.4","34","0.54","zones","true","448","134","196"
"1","0.155","38","0.4","34","0.54","zones","true","449","134","199"
"1","0.155","38","0.4","34","0.54","zones","true","450","134","200"
"1","0.155","38","0.4","34","0.54","zones","true","451","134","192"
"1","0.155","38","0.4","34","0.54","zones","true","452","134","193"
"1","0.155","38","0.4","34","0.54","zones","true","453","134","194"
"1","0.155","38","0.4","34","0.54","zones","true","454","134","196"
"1","0.155","38","0.4","34","0.54","zones","true","455","134","196"
"1","0.155","38","0.4","34","0.54","zones","true","456","134","197"
"1","0.155","38","0.4","34","0.54","zones","true","457","134","200"
"1","0.155","38","0.4","34","0.54","zones","true","458","134","202"
"1","0.155","38","0.4","34","0.54","zones","true","459","134","202"
"1","0.155","38","0.4","34","0.54","zones","true","460","133","204"
"1","0.155","38","0.4","34","0.54","zones","true","461","131","201"
"1","0.155","38","0.4","34","0.54","zones","true","462","124","209"
"1","0.155","38","0.4","34","0.54","zones","true","463","118","208"
"1","0.155","38","0.4","34","0.54","zones","true","464","118","211"
"1","0.155","38","0.4","34","0.54","zones","true","465","116","212"
"1","0.155","38","0.4","34","0.54","zones","true","466","105","212"
"1","0.155","38","0.4","34","0.54","zones","true","467","98","213"
"1","0.155","38","0.4","34","0.54","zones","true","468","96","214"
"1","0.155","38","0.4","34","0.54","zones","true","469","90","215"
"1","0.155","38","0.4","34","0.54","zones","true","470","82","216"
"1","0.155","38","0.4","34","0.54","zones","true","471","77","210"
"1","0.155","38","0.4","34","0.54","zones","true","472","75","208"
"1","0.155","38","0.4","34","0.54","zones","true","473","71","206"
"1","0.155","38","0.4","34","0.54","zones","true","474","67","201"
"1","0.155","38","0.4","34","0.54","zones","true","475","65","196"
"1","0.155","38","0.4","34","0.54","zones","true","476","65","188"
"1","0.155","38","0.4","34","0.54","zones","true","477","61","181"
"1","0.155","38","0.4","34","0.54","zones","true","478","59","176"
"1","0.155","38","0.4","34","0.54","zones","true","479","58","172"
"1","0.155","38","0.4","34","0.54","zones","true","480","61","167"
"1","0.155","38","0.4","34","0.54","zones","true","481","57","159"
"1","0.155","38","0.4","34","0.54","zones","true","482","55","156"
"1","0.155","38","0.4","34","0.54","zones","true","483","53","148"
"1","0.155","38","0.4","34","0.54","zones","true","484","53","146"
"1","0.155","38","0.4","34","0.54","zones","true","485","54","141"
"1","0.155","38","0.4","34","0.54","zones","true","486","54","120"
"1","0.155","38","0.4","34","0.54","zones","true","487","54","118"
"1","0.155","38","0.4","34","0.54","zones","true","488","51","114"
"1","0.155","38","0.4","34","0.54","zones","true","489","49","106"
"1","0.155","38","0.4","34","0.54","zones","true","490","49","103"
"1","0.155","38","0.4","34","0.54","zones","true","491","50","95"
"1","0.155","38","0.4","34","0.54","zones","true","492","50","90"
"1","0.155","38","0.4","34","0.54","zones","true","493","48","88"
"1","0.155","38","0.4","34","0.54","zones","true","494","47","83"
"1","0.155","38","0.4","34","0.54","zones","true","495","48","74"
"1","0.155","38","0.4","34","0.54","zones","true","496","48","70"
"1","0.155","38","0.4","34","0.54","zones","true","497","48","68"
"1","0.155","38","0.4","34","0.54","zones","true","498","46","60"
"1","0.155","38","0.4","34","0.54","zones","true","499","43","58"
"1","0.155","38","0.4","34","0.54","zones","true","500","43","56"
"1","0.155","38","0.4","34","0.54","zones","true","501","45","0"
"1","0.155","38","0.4","34","0.54","zones","true","502","46","0"
"1","0.155","38","0.4","34","0.54","zones","true","503","41","0"
"1","0.155","38","0.4","34","0.54","zones","true","504","42","0"
"1","0.155","38","0.4","34","0.54","zones","true","505","46","0"
"1","0.155","38","0.4","34","0.54","zones","true","506","47","0"
"1","0.155","38","0.4","34","0.54","zones","true","507","46","0"
"1","0.155","38","0.4","34","0.54","zones","true","508","45","0"
"1","0.155","38","0.4","34","0.54","zones","true","509","46","0"
"1","0.155","38","0.4","34","0.54","zones","true","510","50","0"
"1","0.155","38","0.4","34","0.54","zones","true","511","50","0"
"1","0.155","38","0.4","34","0.54","zones","true","512","49","0"
"1","0.155","38","0.4","34","0.54","zones","true","513","51","0"
"1","0.155","38","0.4","34","0.54","zones","true","514","55","0"
"1","0.155","38","0.4","34","0.54","zones","true","515","56","0"
"1","0.155","38","0.4","34","0.54","zones","true","516","54","0"
"1","0.155","38","0.4","34","0.54","zones","true","517","49","0"
"1","0.155","38","0.4","34","0.54","zones","true","518","47","0"
"1","0.155","38","0.4","34","0.54","zones","true","519","46","0"
"1","0.155","38","0.4","34","0.54","zones","true","520","52","0"
"1","0.155","38","0.4","34","0.54","zones","true","521","54","0"
"1","0.155","38","0.4","34","0.54","zones","true","522","53","0"
"1","0.155","38","0.4","34","0.54","zones","true","523","51","0"
"1","0.155","38","0.4","34","0.54","zones","true","524","50","0"
"1","0.155","38","0.4","34","0.54","zones","true","525","46","0"
"1","0.155","38","0.4","34","0.54","zones","true","526","45","0"
"1","0.155","38","0.4","34","0.54","zones","true","527","47","0"
"1","0.155","38","0.4","34","0.54","zones","true","528","47","0"
"1","0.155","38","0.4","34","0.54","zones","true","529","47","0"
"1","0.155","38","0.4","34","0.54","zones","true","530","47","0"
"1","0.155","38","0.4","34","0.54","zones","true","531","45","0"
"1","0.155","38","0.4","34","0.54","zones","true","532","45","0"
"1","0.155","38","0.4","34","0.54","zones","true","533","44","0"
"1","0.155","38","0.4","34","0.54","zones","true","534","40","0"
"1","0.155","38","0.4","34","0.54","zones","true","535","38","0"
"1","0.155","38","0.4","34","0.54","zones","true","536","32","0"
"1","0.155","38","0.4","34","0.54","zones","true","537","33","0"
"1","0.155","38","0.4","34","0.54","zones","true","538","34","0"
"1","0.155","38","0.4","34","0.54","zones","true","539","29","0"
"1","0.155","38","0.4","34","0.54","zones","true","540","25","0"
"1","0.155","38","0.4","34","0.54","zones","true","541","25","0"
"1","0.155","38","0.4","34","0.54","zones","true","542","22","0"
"1","0.155","38","0.4","34","0.54","zones","true","543","19","0"
"1","0.155","38","0.4","34","0.54","zones","true","544","18","0"
"1","0.155","38","0.4","34","0.54","zones","true","545","15","0"
"1","0.155","38","0.4","34","0.54","zones","true","546","17","0"
"1","0.155","38","0.4","34","0.54","zones","true","547","18","0"
"1","0.155","38","0.4","34","0.54","zones","true","548","17","0"
"1","0.155","38","0.4","34","0.54","zones","true","549","16","0"
"1","0.155","38","0.4","34","0.54","zones","true","550","16","0"
"1","0.155","38","0.4","34","0.54","zones","true","551","15","0"
